"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Mast_cells_Bindea_et_al","ENSG00000186652.10","protein_coding","PRG2",NA,5553
"Mast_cells_Bindea_et_al","ENSG00000100448.4","protein_coding","CTSG",NA,1511
"Mast_cells_Bindea_et_al","ENSG00000172236.18","protein_coding","TPSAB1",NA,7177
"Mast_cells_Bindea_et_al","ENSG00000165646.14","protein_coding","SLC18A2",NA,6571
"Mast_cells_Bindea_et_al","ENSG00000149534.9","protein_coding","MS4A2",NA,2206
"Mast_cells_Bindea_et_al","ENSG00000163751.4","protein_coding","CPA3",NA,1359
"Mast_cells_Bindea_et_al","ENSG00000197253.13","protein_coding","TPSB2",NA,64499
"Mast_cells_Bindea_et_al",NA,NA,"NM_003293",NA,NA
"Mast_cells_Bindea_et_al","ENSG00000179348.13","protein_coding","GATA2",NA,2624
"Mast_cells_Bindea_et_al","ENSG00000140287.11","protein_coding","HDC",NA,3067
"Mast_cells_Bindea_et_al","ENSG00000110002.16","protein_coding","VWA5A",NA,4013
"Mast_cells_Bindea_et_al","ENSG00000105492.16","protein_coding","SIGLEC6",NA,946
"Mast_cells_Bindea_et_al","ENSG00000197561.7","protein_coding","ELANE",NA,1991
"Mast_cells_Bindea_et_al","ENSG00000092009.10","protein_coding","CMA1",NA,1215
"Mast_cells_Bindea_et_al","ENSG00000107317.13","protein_coding","PTGDS",NA,5730
"Mast_cells_Bindea_et_al","ENSG00000115648.14","protein_coding","MLPH",NA,79083
"Mast_cells_Bindea_et_al","ENSG00000141433.13","protein_coding","ADCYAP1",NA,116
"Mast_cells_Bindea_et_al","ENSG00000185052.13","protein_coding","SLC24A3",NA,57419
"Mast_cells_Bindea_et_al","ENSG00000172137.19","protein_coding","CALB2",NA,794
"Mast_cells_Bindea_et_al","ENSG00000157404.17","protein_coding","KIT",NA,3815
"Mast_cells_Bindea_et_al","ENSG00000162367.12","protein_coding","TAL1",NA,6886
"Mast_cells_Bindea_et_al","ENSG00000125257.16","protein_coding","ABCC4",NA,10257
"Mast_cells_Bindea_et_al","ENSG00000111110.12","protein_coding","PPM1H",NA,57460
"Mast_cells_Bindea_et_al","ENSG00000069535.14","protein_coding","MAOB",NA,4129
"Mast_cells_Bindea_et_al","ENSG00000164120.14","protein_coding","HPGD",NA,3248
"Mast_cells_Bindea_et_al","ENSG00000171951.5","protein_coding","SCG2",NA,7857
"Mast_cells_Bindea_et_al","ENSG00000095303.17","protein_coding","PTGS1",NA,5742
"Mast_cells_Bindea_et_al","ENSG00000124469.12","protein_coding","CEACAM8",NA,1088
"Mast_cells_Bindea_et_al","ENSG00000005381.8","protein_coding","MPO",NA,4353
"Mast_cells_Bindea_et_al","ENSG00000169297.8","protein_coding","NR0B1",NA,190
"Mast_cells_Bindea_et_al","ENSG00000267272.5","lncRNA","LINC01140",NA,339524
