"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Cytotoxic_cells_Bindea_et_al","ENSG00000134539.17","protein_coding","KLRD1",NA,3824
"Cytotoxic_cells_Bindea_et_al","ENSG00000150045.12","protein_coding","KLRF1",NA,51348
"Cytotoxic_cells_Bindea_et_al","ENSG00000115523.17","protein_coding","GNLY",NA,10578
"Cytotoxic_cells_Bindea_et_al","ENSG00000172543.9","protein_coding","CTSW",NA,1521
"Cytotoxic_cells_Bindea_et_al","ENSG00000111796.4","protein_coding","KLRB1",NA,3820
"Cytotoxic_cells_Bindea_et_al","ENSG00000213809.9","protein_coding","KLRK1",NA,22914
"Cytotoxic_cells_Bindea_et_al","ENSG00000105374.10","protein_coding","NKG7",NA,4818
"Cytotoxic_cells_Bindea_et_al","ENSG00000100450.13","protein_coding","GZMH",NA,2999
"Cytotoxic_cells_Bindea_et_al","ENSG00000185187.13","protein_coding","SIGIRR",NA,59307
"Cytotoxic_cells_Bindea_et_al","ENSG00000109906.15","protein_coding","ZBTB16",NA,7704
"Cytotoxic_cells_Bindea_et_al","ENSG00000020633.19","protein_coding","RUNX3",NA,864
"Cytotoxic_cells_Bindea_et_al","ENSG00000128284.20","protein_coding","APOL3",NA,80833
"Cytotoxic_cells_Bindea_et_al","ENSG00000069667.16","protein_coding","RORA",NA,6095
"Cytotoxic_cells_Bindea_et_al","ENSG00000034053.15","protein_coding","APBA2",NA,321
"Cytotoxic_cells_Bindea_et_al","ENSG00000276141.4","transcribed_unprocessed_pseudogene","WHAMMP3",NA,NA
"Cytotoxic_cells_Bindea_et_al","ENSG00000158050.5","protein_coding","DUSP2",NA,1844
"Cytotoxic_cells_Bindea_et_al","ENSG00000145649.8","protein_coding","GZMA",NA,3001
