"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"TIP_Killing_of_cancer_cells_2","ENSG00000188389.11","protein_coding","PDCD1",NA,5133
"TIP_Killing_of_cancer_cells_2","ENSG00000108055.11","protein_coding","SMC3",NA,9126
"TIP_Killing_of_cancer_cells_2","ENSG00000134258.18","protein_coding","VTCN1",NA,79679
"TIP_Killing_of_cancer_cells_2","ENSG00000135077.10","protein_coding","HAVCR2",NA,84868
"TIP_Killing_of_cancer_cells_2","ENSG00000204520.14","protein_coding","MICA",NA,100507436
"TIP_Killing_of_cancer_cells_2","ENSG00000204516.10","protein_coding","MICB",NA,4277
"TIP_Killing_of_cancer_cells_2","ENSG00000186265.10","protein_coding","BTLA",NA,151888
"TIP_Killing_of_cancer_cells_2","ENSG00000107738.20","protein_coding","VSIR",NA,64115
"TIP_Killing_of_cancer_cells_2","ENSG00000089692.9","protein_coding","LAG3",NA,3902
"TIP_Killing_of_cancer_cells_2","ENSG00000131203.13","protein_coding","IDO1",NA,3620
"TIP_Killing_of_cancer_cells_2","ENSG00000188676.15","protein_coding","IDO2",NA,169355
"TIP_Killing_of_cancer_cells_2","ENSG00000118520.15","protein_coding","ARG1",NA,383
"TIP_Killing_of_cancer_cells_2","ENSG00000081181.8","protein_coding","ARG2",NA,384
"TIP_Killing_of_cancer_cells_2","ENSG00000089250.20","protein_coding","NOS1",NA,4842
"TIP_Killing_of_cancer_cells_2","ENSG00000007171.18","protein_coding","NOS2",NA,4843
"TIP_Killing_of_cancer_cells_2","ENSG00000164867.11","protein_coding","NOS3",NA,4846
"TIP_Killing_of_cancer_cells_2","ENSG00000105329.11","protein_coding","TGFB1",NA,7040
"TIP_Killing_of_cancer_cells_2","ENSG00000136634.7","protein_coding","IL10",NA,3586
"TIP_Killing_of_cancer_cells_2","ENSG00000151882.11","protein_coding","CCL28",NA,56477
"TIP_Killing_of_cancer_cells_2","ENSG00000107562.17","protein_coding","CXCL12",NA,6387
"TIP_Killing_of_cancer_cells_2","ENSG00000108691.10","protein_coding","CCL2",NA,6347
"TIP_Killing_of_cancer_cells_2","ENSG00000169429.12","protein_coding","CXCL8",NA,3576
