"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"GPAGs","ENSG00000214274.10","protein_coding","ANG",NA,283
"GPAGs","ENSG00000107562.17","protein_coding","CXCL12",NA,6387
"GPAGs","ENSG00000125730.18","protein_coding","C3",NA,718
"GPAGs","ENSG00000168329.14","protein_coding","CX3CR1",NA,1524
"GPAGs","ENSG00000070831.18","protein_coding","CDC42",NA,998
"GPAGs","ENSG00000163513.19","protein_coding","TGFBR2",NA,7048
"GPAGs","ENSG00000168036.18","protein_coding","CTNNB1",NA,1499
"GPAGs","ENSG00000121807.7","protein_coding","CCR2",NA,729230
"GPAGs","ENSG00000105974.13","protein_coding","CAV1",NA,857
"GPAGs","ENSG00000073756.13","protein_coding","PTGS2",NA,5743
"GPAGs","ENSG00000135250.17","protein_coding","SRPK2",NA,6733
"GPAGs","ENSG00000125538.12","protein_coding","IL1B",NA,3553
"GPAGs","ENSG00000142871.18","protein_coding","CCN1",NA,3491
"GPAGs","ENSG00000136826.15","protein_coding","KLF4",NA,9314
"GPAGs","ENSG00000064012.24","protein_coding","CASP8",NA,841
"GPAGs","ENSG00000171951.5","protein_coding","SCG2",NA,7857
"GPAGs","ENSG00000179388.9","protein_coding","EGR3",NA,1960
"GPAGs","ENSG00000177606.8","protein_coding","JUN",NA,3725
"GPAGs","ENSG00000239697.11","protein_coding","TNFSF12",NA,8742
"GPAGs","ENSG00000123358.20","protein_coding","NR4A1",NA,3164
"GPAGs","ENSG00000001631.17","protein_coding","KRIT1",NA,889
"GPAGs","ENSG00000173198.6","protein_coding","CYSLTR1",NA,10800
"GPAGs","ENSG00000070193.5","protein_coding","FGF10",NA,2255
"GPAGs","ENSG00000152804.11","protein_coding","HHEX",NA,3087
"GPAGs","ENSG00000067900.8","protein_coding","ROCK1",NA,6093
"GPAGs","ENSG00000233276.8","protein_coding","GPX1",NA,2876
"GPAGs","ENSG00000164035.10","protein_coding","EMCN",NA,51705
"GPAGs","ENSG00000170989.10","protein_coding","S1PR1",NA,1901
"GPAGs","ENSG00000249751.4","protein_coding","ECSCR",NA,641700
"GPAGs","ENSG00000161714.12","protein_coding","PLCD3",NA,113026
