"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"TMEscoreA_CIR","ENSG00000223865.11","protein_coding","HLA-DPB1",NA,3115
"TMEscoreA_CIR","ENSG00000213886.4","protein_coding","UBD",NA,10537
"TMEscoreA_CIR",NA,NA,"LOC100509457",NA,NA
"TMEscoreA_CIR","ENSG00000140105.18","protein_coding","WARS1",NA,7453
"TMEscoreA_CIR","ENSG00000168394.12","protein_coding","TAP1",NA,6890
"TMEscoreA_CIR","ENSG00000204257.15","protein_coding","HLA-DMA",NA,3108
"TMEscoreA_CIR","ENSG00000132274.16","protein_coding","TRIM22",NA,10346
"TMEscoreA_CIR","ENSG00000135069.14","protein_coding","PSAT1",NA,29968
"TMEscoreA_CIR","ENSG00000169245.6","protein_coding","CXCL10",NA,3627
"TMEscoreA_CIR","ENSG00000184557.4","protein_coding","SOCS3",NA,9021
"TMEscoreA_CIR","ENSG00000138755.6","protein_coding","CXCL9",NA,4283
"TMEscoreA_CIR","ENSG00000168078.10","protein_coding","PBK",NA,55872
"TMEscoreA_CIR","ENSG00000275302.2","protein_coding","CCL4",NA,6351
"TMEscoreA_CIR","ENSG00000271503.6","protein_coding","CCL5",NA,6352
"TMEscoreA_CIR","ENSG00000140379.9","protein_coding","BCL2A1",NA,597
"TMEscoreA_CIR","ENSG00000211751.9","TR_C_gene","TRBC1",NA,NA
"TMEscoreA_CIR","ENSG00000131203.13","protein_coding","IDO1",NA,3620
"TMEscoreA_CIR","ENSG00000050344.9","protein_coding","NFE2L3",NA,9603
"TMEscoreA_CIR",NA,NA,"CCL3L3",NA,6349
"TMEscoreA_CIR","ENSG00000143476.18","protein_coding","DTL",NA,51514
"TMEscoreA_CIR","ENSG00000100985.7","protein_coding","MMP9",NA,4318
"TMEscoreA_CIR","ENSG00000059804.16","protein_coding","SLC2A3",NA,6515
"TMEscoreA_CIR","ENSG00000165244.7","protein_coding","ZNF367",NA,195828
"TMEscoreA_CIR","ENSG00000180198.17","protein_coding","RCC1",NA,1104
"TMEscoreA_CIR","ENSG00000123473.17","protein_coding","STIL",NA,6491
"TMEscoreA_CIR","ENSG00000277734.8","TR_C_gene","TRAC",NA,NA
"TMEscoreA_CIR","ENSG00000119969.15","protein_coding","HELLS",NA,3070
"TMEscoreA_CIR","ENSG00000100453.14","protein_coding","GZMB",NA,3002
"TMEscoreA_CIR","ENSG00000026036.22","protein_coding","RTEL1-TNFRSF6B",NA,NA
"TMEscoreA_CIR","ENSG00000169248.13","protein_coding","CXCL11",NA,6373
"TMEscoreA_CIR","ENSG00000154451.15","protein_coding","GBP5",NA,115362
"TMEscoreA_CIR","ENSG00000116824.5","protein_coding","CD2",NA,914
"TMEscoreA_CIR","ENSG00000184661.14","protein_coding","CDCA2",NA,157313
"TMEscoreA_CIR","ENSG00000167513.9","protein_coding","CDT1",NA,81620
"TMEscoreA_CIR","ENSG00000185215.11","protein_coding","TNFAIP2",NA,7127
"TMEscoreA_CIR","ENSG00000025708.14","protein_coding","TYMP",NA,1890
"TMEscoreA_CIR","ENSG00000204516.10","protein_coding","MICB",NA,4277
"TMEscoreA_CIR","ENSG00000173262.12","protein_coding","SLC2A14",NA,144195
"TMEscoreA_CIR","ENSG00000113088.6","protein_coding","GZMK",NA,3003
"TMEscoreA_CIR","ENSG00000153563.16","protein_coding","CD8A",NA,925
"TMEscoreA_CIR","ENSG00000153044.10","protein_coding","CENPH",NA,64946
"TMEscoreA_CIR","ENSG00000121211.8","protein_coding","MND1",NA,84057
"TMEscoreA_CIR","ENSG00000168062.10","protein_coding","BATF2",NA,116071
"TMEscoreA_CIR","ENSG00000136492.10","protein_coding","BRIP1",NA,83990
"TMEscoreA_CIR","ENSG00000165891.16","protein_coding","E2F7",NA,144455
"TMEscoreA_CIR","ENSG00000121621.7","protein_coding","KIF18A",NA,81930
"TMEscoreA_CIR","ENSG00000163568.16","protein_coding","AIM2",NA,9447
"TMEscoreA_CIR","ENSG00000010030.14","protein_coding","ETV7",NA,51513
"TMEscoreA_CIR","ENSG00000113263.13","protein_coding","ITK",NA,3702
"TMEscoreA_CIR","ENSG00000115523.17","protein_coding","GNLY",NA,10578
"TMEscoreA_CIR","ENSG00000174946.7","protein_coding","GPR171",NA,29909
"TMEscoreA_CIR","ENSG00000198554.12","protein_coding","WDHD1",NA,11169
"TMEscoreA_CIR","ENSG00000162654.9","protein_coding","GBP4",NA,115361
"TMEscoreA_CIR","ENSG00000164430.17","protein_coding","CGAS",NA,115004
"TMEscoreA_CIR","ENSG00000162711.18","protein_coding","NLRP3",NA,114548
"TMEscoreA_CIR","ENSG00000183019.8","protein_coding","MCEMP1",NA,199675
"TMEscoreA_CIR","ENSG00000113356.13","protein_coding","POLR3G",NA,10622
"TMEscoreA_CIR","ENSG00000167984.18","protein_coding","NLRC3",NA,197358
"TMEscoreA_CIR","ENSG00000205809.11","protein_coding","KLRC2",NA,3822
"TMEscoreA_CIR","ENSG00000258227.7","protein_coding","CLEC5A",NA,23601
"TMEscoreA_CIR","ENSG00000198826.11","protein_coding","ARHGAP11A",NA,9824
"TMEscoreA_CIR","ENSG00000139572.4","protein_coding","GPR84",NA,53831
"TMEscoreA_CIR","ENSG00000111537.5","protein_coding","IFNG",NA,3458
"TMEscoreA_CIR","ENSG00000177494.6","protein_coding","ZBED2",NA,79413
