"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Tcm_Bindea_et_al","ENSG00000079335.20","protein_coding","CDC14A",NA,8556
"Tcm_Bindea_et_al","ENSG00000149311.20","protein_coding","ATM",NA,472
"Tcm_Bindea_et_al","ENSG00000114374.13","protein_coding","USP9Y",NA,8287
"Tcm_Bindea_et_al","ENSG00000100731.16","protein_coding","PCNX1",NA,22990
"Tcm_Bindea_et_al","ENSG00000114861.24","protein_coding","FOXP1",NA,27086
"Tcm_Bindea_et_al","ENSG00000118922.18","protein_coding","KLF12",NA,11278
"Tcm_Bindea_et_al","ENSG00000008513.16","protein_coding","ST3GAL1",NA,6482
"Tcm_Bindea_et_al","ENSG00000109452.13","protein_coding","INPP4B",NA,8821
"Tcm_Bindea_et_al","ENSG00000064012.24","protein_coding","CASP8",NA,841
"Tcm_Bindea_et_al","ENSG00000118058.24","protein_coding","KMT2A",NA,4297
"Tcm_Bindea_et_al","ENSG00000078674.19","protein_coding","PCM1",NA,5108
"Tcm_Bindea_et_al",NA,NA,"RP11-74E24.2",NA,NA
"Tcm_Bindea_et_al","ENSG00000173889.16","protein_coding","PHC3",NA,80012
"Tcm_Bindea_et_al","ENSG00000072736.19","protein_coding","NFATC3",NA,4775
"Tcm_Bindea_et_al","ENSG00000182230.12","protein_coding","FAM153B",NA,NA
"Tcm_Bindea_et_al","ENSG00000251623.2","transcribed_processed_pseudogene","FAM153B",NA,NA
"Tcm_Bindea_et_al","ENSG00000126953.8","protein_coding","TIMM8A",NA,1678
"Tcm_Bindea_et_al","ENSG00000171681.13","protein_coding","ATF7IP",NA,55729
"Tcm_Bindea_et_al","ENSG00000135597.19","protein_coding","REPS1",NA,85021
"Tcm_Bindea_et_al","ENSG00000121390.19","protein_coding","PSPC1",NA,55269
"Tcm_Bindea_et_al","ENSG00000152464.15","protein_coding","RPP38",NA,10557
"Tcm_Bindea_et_al","ENSG00000169045.17","protein_coding","HNRNPH1",NA,3187
"Tcm_Bindea_et_al","ENSG00000124222.22","protein_coding","STX16",NA,8675
"Tcm_Bindea_et_al","ENSG00000083799.18","protein_coding","CYLD",NA,1540
"Tcm_Bindea_et_al","ENSG00000128739.23","protein_coding","SNRPN",NA,6638
"Tcm_Bindea_et_al","ENSG00000009790.15","protein_coding","TRAF3IP3",NA,80342
"Tcm_Bindea_et_al","ENSG00000277586.4","protein_coding","NEFL",NA,4747
"Tcm_Bindea_et_al","ENSG00000228049.7","protein_coding","POLR2J2",NA,246721
"Tcm_Bindea_et_al","ENSG00000165272.16","protein_coding","AQP3",NA,360
"Tcm_Bindea_et_al","ENSG00000281026.1","lncRNA","N4BP2L2-IT2",NA,116828
"Tcm_Bindea_et_al","ENSG00000255185.6","transcribed_unprocessed_pseudogene","PDXDC2P",NA,NA
"Tcm_Bindea_et_al","ENSG00000103351.13","protein_coding","CLUAP1",NA,23059
"Tcm_Bindea_et_al","ENSG00000088387.21","protein_coding","DOCK9",NA,23348
"Tcm_Bindea_et_al","ENSG00000131002.13","transcribed_unprocessed_pseudogene","TXLNGY",NA,NA
"Tcm_Bindea_et_al","ENSG00000137504.15","protein_coding","CREBZF",NA,58487
"Tcm_Bindea_et_al","ENSG00000011523.14","protein_coding","CEP68",NA,23177
"Tcm_Bindea_et_al","ENSG00000074966.11","protein_coding","TXK",NA,7294
"Tcm_Bindea_et_al","ENSG00000103064.15","protein_coding","SLC7A6",NA,9057
"Tcm_Bindea_et_al","ENSG00000082074.19","protein_coding","FYB1",NA,2533
"Tcm_Bindea_et_al","ENSG00000095015.6","protein_coding","MAP3K1",NA,4214
