"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"T_helper_cells_Bindea_et_al","ENSG00000163600.13","protein_coding","ICOS",NA,29851
"T_helper_cells_Bindea_et_al","ENSG00000198589.14","protein_coding","LRBA",NA,987
"T_helper_cells_Bindea_et_al","ENSG00000078596.11","protein_coding","ITM2A",NA,9452
"T_helper_cells_Bindea_et_al","ENSG00000166801.17","protein_coding","FAM111A",NA,63901
"T_helper_cells_Bindea_et_al","ENSG00000130024.15","protein_coding","PHF10",NA,55274
"T_helper_cells_Bindea_et_al","ENSG00000111581.10","protein_coding","NUP107",NA,57122
"T_helper_cells_Bindea_et_al","ENSG00000176986.16","protein_coding","SEC24C",NA,9632
"T_helper_cells_Bindea_et_al","ENSG00000205531.13","protein_coding","NAP1L4",NA,4676
"T_helper_cells_Bindea_et_al","ENSG00000156127.8","protein_coding","BATF",NA,10538
"T_helper_cells_Bindea_et_al","ENSG00000111875.8","protein_coding","ASF1A",NA,25842
"T_helper_cells_Bindea_et_al","ENSG00000075539.15","protein_coding","FRYL",NA,285527
"T_helper_cells_Bindea_et_al","ENSG00000188529.15","protein_coding","SRSF10",NA,10772
"T_helper_cells_Bindea_et_al",NA,NA,"TRAA",NA,NA
"T_helper_cells_Bindea_et_al","ENSG00000132383.12","protein_coding","RPA1",NA,6117
"T_helper_cells_Bindea_et_al","ENSG00000185651.16","protein_coding","UBE2L3",NA,7332
"T_helper_cells_Bindea_et_al","ENSG00000136938.9","protein_coding","ANP32B",NA,10541
"T_helper_cells_Bindea_et_al","ENSG00000107625.14","protein_coding","DDX50",NA,79009
"T_helper_cells_Bindea_et_al","ENSG00000136122.18","protein_coding","BORA",NA,79866
"T_helper_cells_Bindea_et_al","ENSG00000078304.20","protein_coding","PPP2R5C",NA,5527
"T_helper_cells_Bindea_et_al","ENSG00000115840.14","protein_coding","SLC25A12",NA,8604
"T_helper_cells_Bindea_et_al","ENSG00000115966.18","protein_coding","ATF2",NA,1386
"T_helper_cells_Bindea_et_al","ENSG00000178562.18","protein_coding","CD28",NA,940
"T_helper_cells_Bindea_et_al","ENSG00000175265.18","protein_coding","GOLGA8A",NA,23015
