"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"T_cell_accumulation_Peng_et_al","ENSG00000010810.17","protein_coding","FYN",NA,2534
"T_cell_accumulation_Peng_et_al","ENSG00000158769.18","protein_coding","F11R",NA,50848
"T_cell_accumulation_Peng_et_al","ENSG00000187764.12","protein_coding","SEMA4D",NA,10507
"T_cell_accumulation_Peng_et_al","ENSG00000108702.4","protein_coding","CCL1",NA,6346
"T_cell_accumulation_Peng_et_al","ENSG00000122877.18","protein_coding","EGR2",NA,1959
"T_cell_accumulation_Peng_et_al","ENSG00000054611.14","protein_coding","TBC1D22A",NA,25771
"T_cell_accumulation_Peng_et_al","ENSG00000169884.14","protein_coding","WNT10B",NA,7480
"T_cell_accumulation_Peng_et_al","ENSG00000065357.20","protein_coding","DGKA",NA,1606
"T_cell_accumulation_Peng_et_al","ENSG00000168394.12","protein_coding","TAP1",NA,6890
"T_cell_accumulation_Peng_et_al","ENSG00000149091.15","protein_coding","DGKZ",NA,8525
"T_cell_accumulation_Peng_et_al","ENSG00000177606.8","protein_coding","JUN",NA,3725
"T_cell_accumulation_Peng_et_al","ENSG00000018610.15","protein_coding","STEEP1",NA,63932
"T_cell_accumulation_Peng_et_al","ENSG00000221890.6","protein_coding","NPTXR",NA,23467
"T_cell_accumulation_Peng_et_al","ENSG00000064393.16","protein_coding","HIPK2",NA,28996
"T_cell_accumulation_Peng_et_al","ENSG00000114423.23","protein_coding","CBLB",NA,868
"T_cell_accumulation_Peng_et_al","ENSG00000159388.6","protein_coding","BTG2",NA,7832
"T_cell_accumulation_Peng_et_al","ENSG00000138185.20","protein_coding","ENTPD1",NA,953
