"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"Blood_Friedlander","ENSG00000151694.14","protein_coding","ADAM17",NA,6868
"Blood_Friedlander","ENSG00000123374.11","protein_coding","CDK2",NA,1017
"Blood_Friedlander","ENSG00000147889.18","protein_coding","CDKN2A",NA,1029
"Blood_Friedlander","ENSG00000197635.11","protein_coding","DPP4",NA,1803
"Blood_Friedlander","ENSG00000141736.14","protein_coding","ERBB2",NA,2064
"Blood_Friedlander","ENSG00000204287.14","protein_coding","HLA-DRA",NA,3122
"Blood_Friedlander","ENSG00000163600.13","protein_coding","ICOS",NA,29851
"Blood_Friedlander","ENSG00000115232.14","protein_coding","ITGA4",NA,3676
"Blood_Friedlander","ENSG00000133424.22","protein_coding","LARGE1",NA,9215
"Blood_Friedlander","ENSG00000136997.21","protein_coding","MYC",NA,4609
"Blood_Friedlander","ENSG00000166886.13","protein_coding","NAB2",NA,4665
"Blood_Friedlander","ENSG00000213281.5","protein_coding","NRAS",NA,4893
"Blood_Friedlander","ENSG00000155366.17","protein_coding","RHOC",NA,389
"Blood_Friedlander","ENSG00000105329.11","protein_coding","TGFB1",NA,7040
"Blood_Friedlander","ENSG00000102265.12","protein_coding","TIMP1",NA,7076
