"signature_name","gene_id","gene_type","gene_name","weight"
"ImmunoScore_Hao","ENSG00000153563.16","protein_coding","CD8A",1
"ImmunoScore_Hao","ENSG00000106462.12","protein_coding","EZH2",1
"ImmunoScore_Hao","ENSG00000164520.12","protein_coding","RAET1E",1
"ImmunoScore_Hao","ENSG00000100385.14","protein_coding","IL2RB",1
"ImmunoScore_Hao","ENSG00000204642.14","protein_coding","HLA-F",1
"ImmunoScore_Hao","ENSG00000076662.10","protein_coding","ICAM3",1
"ImmunoScore_Hao","ENSG00000172215.6","protein_coding","CXCR6",1
"ImmunoScore_Hao","ENSG00000186470.14","protein_coding","BTN3A2",1
"ImmunoScore_Hao","ENSG00000095303.17","protein_coding","PTGS1",1
"ImmunoScore_Hao","ENSG00000187116.14","protein_coding","LILRA5",1
"ImmunoScore_Hao","ENSG00000130935.10","protein_coding","NOL11",1
"ImmunoScore_Hao","ENSG00000073861.3","protein_coding","TBX21",1
"ImmunoScore_Hao","ENSG00000008516.18","protein_coding","MMP25",1
"ImmunoScore_Hao","ENSG00000186074.19","protein_coding","CD300LF",1
"ImmunoScore_Hao","ENSG00000153283.13","protein_coding","CD96",1
"ImmunoScore_Hao","ENSG00000105967.16","protein_coding","TFEC",1
"ImmunoScore_Hao","ENSG00000013725.14","protein_coding","CD6",1
"ImmunoScore_Hao","ENSG00000102575.14","protein_coding","ACP5",1
"ImmunoScore_Hao","ENSG00000167965.18","protein_coding","MLST8",1
"ImmunoScore_Hao","ENSG00000064225.13","protein_coding","ST3GAL6",1
"ImmunoScore_Hao","ENSG00000139318.8","protein_coding","DUSP6",1
"ImmunoScore_Hao",NA,NA,"CD97",NA
"ImmunoScore_Hao","ENSG00000113263.13","protein_coding","ITK",1
"ImmunoScore_Hao","ENSG00000073756.13","protein_coding","PTGS2",1
