signature_name,gene_id,gene_type,gene_name,weight
Preliminary_IO,ENSG00000147168.14,protein_coding,IL2RG,NA
Preliminary_IO,ENSG00000204287.14,protein_coding,HLA-DRA,NA
Preliminary_IO,ENSG00000160791.14,protein_coding,CCR5,NA
Preliminary_IO,ENSG00000162739.14,protein_coding,SLAMF6,NA
Preliminary_IO,ENSG00000172215.6,protein_coding,CXCR6,NA
Preliminary_IO,ENSG00000081237.20,protein_coding,PTPRC,NA
Preliminary_IO,ENSG00000198851.10,protein_coding,CD3E,NA
Preliminary_IO,ENSG00000156234.8,protein_coding,CXCL13,NA
Preliminary_IO,ENSG00000167286.11,protein_coding,CD3D,NA
Preliminary_IO,ENSG00000138755.6,protein_coding,CXCL9,NA
Preliminary_IO,ENSG00000113088.6,protein_coding,GZMK,NA
Preliminary_IO,ENSG00000169245.6,protein_coding,CXCL10,NA
Preliminary_IO,ENSG00000116824.5,protein_coding,CD2,NA
Preliminary_IO,ENSG00000271503.6,protein_coding,CCL5,NA
Preliminary_IO,ENSG00000111537.5,protein_coding,IFNG,NA
Preliminary_IO,ENSG00000131203.13,protein_coding,IDO1,NA
Preliminary_IO,ENSG00000005844.19,protein_coding,ITGAL,NA
Preliminary_IO,ENSG00000105374.10,protein_coding,NKG7,NA
Preliminary_IO,ENSG00000204592.9,protein_coding,HLA-E,NA
Preliminary_IO,ENSG00000089692.9,protein_coding,LAG3,NA
Preliminary_IO,ENSG00000164691.18,protein_coding,TAGAP,NA
Preliminary_IO,ENSG00000145649.8,protein_coding,GZMA,NA
Preliminary_IO,ENSG00000100453.14,protein_coding,GZMB,NA
Preliminary_IO,ENSG00000115415.20,protein_coding,STAT1,NA
Preliminary_IO,ENSG00000179583.21,protein_coding,CIITA,NA
Preliminary_IO,ENSG00000180644.8,protein_coding,PRF1,NA
Preliminary_IO,ENSG00000188389.11,protein_coding,PDCD1,NA
Preliminary_IO,ENSG00000169248.13,protein_coding,CXCL11,NA
