"","signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"1","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000164035.10","protein_coding","EMCN",NA
"2","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000139567.13","protein_coding","ACVRL1",NA
"3","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000135363.12","protein_coding","LMO2",NA
"4","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000150782.12","protein_coding","IL18",NA
"5","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000168542.16","protein_coding","COL3A1",NA
"6","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000070193.5","protein_coding","FGF10",NA
"7","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000166825.15","protein_coding","ANPEP",NA
"8","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000138792.10","protein_coding","ENPEP",NA
"9","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000167157.11","protein_coding","PRRX2",NA
"10","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000187513.9","protein_coding","GJA4",NA
"11","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000107562.17","protein_coding","CXCL12",NA
"12","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000087245.13","protein_coding","MMP2",NA
"13","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000179776.19","protein_coding","CDH5",NA
"14","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000092969.12","protein_coding","TGFB2",NA
"15","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000151617.17","protein_coding","EDNRA",NA
"16","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000159640.17","protein_coding","ACE",NA
"17","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000170989.10","protein_coding","S1PR1",NA
"18","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000120899.18","protein_coding","PTK2B",NA
"19","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000241186.10","protein_coding","TDGF1",NA
"20","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000154133.15","protein_coding","ROBO4",NA
"21","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000187091.14","protein_coding","PLCD1",NA
"22","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000203883.7","protein_coding","SOX18",NA
"23","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000164736.6","protein_coding","SOX17",NA
"24","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000113083.15","protein_coding","LOX",NA
"25","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R",NA,NA,"PPAP2B",NA
"26","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000182871.16","protein_coding","COL18A1",NA
"27","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000125378.16","protein_coding","BMP4",NA
"28","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000174175.17","protein_coding","SELP",NA
"29","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000116016.14","protein_coding","EPAS1",NA
"30","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000172889.16","protein_coding","EGFL7",NA
