"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPSOV_Shen","TCRsignalingPathway","ENSG00000105221.18","protein_coding","AKT2",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000110395.7","protein_coding","CBL",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000160654.11","protein_coding","CD3G",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000070831.18","protein_coding","CDC42",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000177885.15","protein_coding","GRB2",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000177606.8","protein_coding","JUN",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000133703.14","protein_coding","KRAS",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000072736.19","protein_coding","NFATC3",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000109320.13","protein_coding","NFKB1",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000138814.17","protein_coding","PPP3CA",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000221823.11","protein_coding","PPP3R1",NA
"IPSOV_Shen","TCRsignalingPathway","ENSG00000115904.15","protein_coding","SOS1",NA
