"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000121858.11","protein_coding","TNFSF10",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000178573.7","protein_coding","MAF",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000141526.18","protein_coding","SLC16A3",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000113140.11","protein_coding","SPARC",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000134107.5","protein_coding","BHLHE40",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000114480.13","protein_coding","GBE1",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000118523.6","protein_coding","CCN2",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000168243.11","protein_coding","GNG4",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000112715.26","protein_coding","VEGFA",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000111674.9","protein_coding","ENO2",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000128242.13","protein_coding","GAL3ST1",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000117525.14","protein_coding","F3",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000119950.21","protein_coding","MXI1",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000110092.4","protein_coding","CCND1",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000176171.12","protein_coding","BNIP3",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000231924.10","protein_coding","PSG1",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000104325.7","protein_coding","DECR1",NA
"IPRES_Hugo","MAINA_VHL_TARGETS_DN","ENSG00000189143.10","protein_coding","CLDN4",NA
