"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000137573.14","protein_coding","SULF1",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000105928.16","protein_coding","GSDME",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000138061.12","protein_coding","CYP1B1",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000146070.17","protein_coding","PLA2G7",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000183098.11","protein_coding","GPC6",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000122691.13","protein_coding","TWIST1",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000116132.12","protein_coding","PRRX1",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000130208.10","protein_coding","APOC1",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000139117.14","protein_coding","CPNE8",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000146674.16","protein_coding","IGFBP3",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000101230.6","protein_coding","ISM1",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000078098.15","protein_coding","FAP",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000006118.15","protein_coding","TMEM132A",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000171860.5","protein_coding","C3AR1",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000152409.9","protein_coding","JMY",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000168461.13","protein_coding","RAB31",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000079215.15","protein_coding","SLC1A3",NA
"IPRES_Hugo","VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP","ENSG00000139926.16","protein_coding","FRMD6",NA
