"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000038427.16","protein_coding","VCAN",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000159167.12","protein_coding","STC1",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000118971.9","protein_coding","CCND2",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000138448.12","protein_coding","ITGAV",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000100985.7","protein_coding","MMP9",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000164683.18","protein_coding","HEY1",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000121966.8","protein_coding","CXCR4",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000112715.26","protein_coding","VEGFA",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000010810.17","protein_coding","FYN",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000112242.16","protein_coding","E2F3",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000184916.9","protein_coding","JAG2",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000156427.8","protein_coding","FGF18",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000160293.17","protein_coding","VAV2",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000118785.15","protein_coding","SPP1",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000105173.14","protein_coding","CCNE1",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000197461.13","protein_coding","PDGFA",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000123610.5","protein_coding","TNFAIP6",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000077782.22","protein_coding","FGFR1",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000101384.12","protein_coding","JAG1",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000025708.14","protein_coding","TYMP",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000078401.7","protein_coding","EDN1",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000026508.21","protein_coding","CD44",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000106462.12","protein_coding","EZH2",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000148400.13","protein_coding","NOTCH1",NA
"IPRES_Hugo","LU_TUMOR_ANGIOGENESIS_UP","ENSG00000169398.20","protein_coding","PTK2",NA
