"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"VIGex_Hernando-Calvo","ENSG00000163599.18","protein_coding","CTLA4",NA,1493
"VIGex_Hernando-Calvo","ENSG00000168685.15","protein_coding","IL7R",NA,3575
"VIGex_Hernando-Calvo","ENSG00000145649.8","protein_coding","GZMA",NA,3001
"VIGex_Hernando-Calvo","ENSG00000180644.8","protein_coding","PRF1",NA,5551
"VIGex_Hernando-Calvo","ENSG00000111537.5","protein_coding","IFNG",NA,3458
"VIGex_Hernando-Calvo","ENSG00000188389.11","protein_coding","PDCD1",NA,5133
"VIGex_Hernando-Calvo","ENSG00000049768.17","protein_coding","FOXP3",NA,50943
"VIGex_Hernando-Calvo","ENSG00000138755.6","protein_coding","CXCL9",NA,4283
"VIGex_Hernando-Calvo","ENSG00000169245.6","protein_coding","CXCL10",NA,3627
"VIGex_Hernando-Calvo","ENSG00000169248.13","protein_coding","CXCL11",NA,6373
"VIGex_Hernando-Calvo","ENSG00000100453.14","protein_coding","GZMB",NA,3002
"VIGex_Hernando-Calvo","ENSG00000120217.14","protein_coding","CD274",NA,29126
