"signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IRG_Yang","ENSG00000116678.20","protein_coding","LEPR",-1,"3953"
"IRG_Yang","ENSG00000119973.6","protein_coding","PRLHR",-1,"2834"
"IRG_Yang","ENSG00000185551.15","protein_coding","NR2F2",-1,"7026"
"IRG_Yang","ENSG00000172179.13","protein_coding","PRL",-1,"5617"
"IRG_Yang","ENSG00000099250.18","protein_coding","NRP1",-1,"8829"
"IRG_Yang","ENSG00000187151.7","protein_coding","ANGPTL5",-1,"253935"
"IRG_Yang","ENSG00000017427.17","protein_coding","IGF1",-1,"3479"
"IRG_Yang","ENSG00000120889.13","protein_coding","TNFRSF10B",1,"8795"
"IRG_Yang","ENSG00000104689.10","protein_coding","TNFRSF10A",1,"8797"
"IRG_Yang","ENSG00000122861.16","protein_coding","PLAU",1,"5328"
"IRG_Yang","ENSG00000216490.4","protein_coding","IFI30",1,"10437"
