"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight","entrez_id"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000198873.12","protein_coding","GRK5",NA,"2869"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000172215.6","protein_coding","CXCR6",NA,"10663"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000104894.12","protein_coding","CD37",NA,"951"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000206075.14","protein_coding","SERPINB5",NA,"5268"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000198363.18","protein_coding","ASPH",NA,"444"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000176105.14","protein_coding","YES1",NA,"7525"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000100985.7","protein_coding","MMP9",NA,"4318"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000138778.14","protein_coding","CENPE",NA,"1062"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000108515.18","protein_coding","ENO3",NA,"2027"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000138030.13","protein_coding","KHK",NA,"3795"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000157869.16","protein_coding","RAB28",NA,"9364"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000112559.15","protein_coding","MDFI",NA,"4188"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000167779.9","protein_coding","IGFBP6",NA,"3489"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000168310.12","protein_coding","IRF2",NA,"3660"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000100385.14","protein_coding","IL2RB",NA,"3560"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000144668.12","protein_coding","ITGA9",NA,"3680"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000239998.7","protein_coding","LILRA2",NA,"11027"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000134602.16","protein_coding","STK26",NA,"51765"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000198848.13","protein_coding","CES1",NA,"1066"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000186204.15","protein_coding","CYP4F12",NA,"66002"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000118785.15","protein_coding","SPP1",NA,"6696"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000180340.7","protein_coding","FZD2",NA,"2535"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000204576.12","protein_coding","PRR3",NA,"80742"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000198610.11","protein_coding","AKR1C4",NA,"1109"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000070018.9","protein_coding","LRP6",NA,"4040"
"IPRES_Hugo","YE_METASTATIC_LIVER_CANCER","ENSG00000204084.13","protein_coding","INPP5B",NA,"3633"
